Date,Price,Open,High,Low,Change %
2021-07-21,2417.3,2417.3,2417.3,2417.3,1.43%
2021-07-22,2419.54,2419.54,2419.54,2419.54,0.09%
2021-07-23,2432.14,2432.14,2432.14,2432.14,0.52%
2021-07-26,2442.56,2442.56,2442.56,2442.56,0.43%
2021-07-27,2429.6,2429.6,2429.6,2429.6,-0.53%
2021-07-28,2433.79,2433.79,2433.79,2433.79,0.17%
2021-07-29,2435.59,2435.59,2435.59,2435.59,0.07%
2021-07-30,2415.34,2415.34,2415.34,2415.34,-0.83%
2021-08-02,2418.07,2418.07,2418.07,2418.07,0.11%
2021-08-03,2422.97,2422.97,2422.97,2422.97,0.20%
2021-08-04,2427.44,2427.44,2427.44,2427.44,0.18%
2021-08-05,2431.74,2431.74,2431.74,2431.74,0.18%
2021-08-06,2443.85,2443.85,2443.85,2443.85,0.50%
2021-08-09,2440.13,2440.13,2440.13,2440.13,-0.15%
2021-08-10,2445.39,2445.39,2445.39,2445.39,0.22%
2021-08-11,2457.36,2457.36,2457.36,2457.36,0.49%
2021-08-12,2457.91,2457.91,2457.91,2457.91,0.02%
2021-08-13,2462.96,2462.96,2462.96,2462.96,0.21%
2021-08-16,2454.47,2454.47,2454.47,2454.47,-0.34%
2021-08-17,2446.44,2446.44,2446.44,2446.44,-0.33%
2021-08-18,2453.34,2453.34,2453.34,2453.34,0.28%
2021-08-19,2429.03,2429.03,2429.03,2429.03,-0.99%
2021-08-20,2431.19,2431.19,2431.19,2431.19,0.09%
2021-08-23,2445.1,2445.1,2445.1,2445.1,0.57%
2021-08-24,2452.75,2452.75,2452.75,2452.75,0.31%
2021-08-25,2453.65,2453.65,2453.65,2453.65,0.04%
2021-08-26,2448.53,2448.53,2448.53,2448.53,-0.21%
2021-08-27,2462.03,2462.03,2462.03,2462.03,0.55%
2021-08-30,2464.96,2464.96,2464.96,2464.96,0.12%
2021-08-31,2457.41,2457.41,2457.41,2457.41,-0.31%
2021-09-01,2463.22,2463.22,2463.22,2463.22,0.24%
2021-09-02,2467.7,2467.69,2467.69,2467.69,0.18%
2021-09-03,2458.63,2458.63,2458.63,2458.63,-0.37%
2021-09-06,2461.86,2461.86,2461.86,2461.86,0.13%
2021-09-07,2462.08,2462.08,2462.08,2462.08,0.01%
2021-09-08,2442.3,2442.3,2442.3,2442.3,-0.80%
2021-09-09,2434.84,2434.84,2434.84,2434.84,-0.31%
2021-09-10,2419.53,2419.53,2419.53,2419.53,-0.63%
2021-09-13,2433.6,2433.6,2433.6,2433.6,0.58%
2021-09-14,2430.71,2430.71,2430.71,2430.71,-0.12%
2021-09-15,2424.43,2424.43,2424.43,2424.43,-0.26%
2021-09-16,2425.77,2425.77,2425.77,2425.77,0.06%
2021-09-17,2416.64,2416.64,2416.64,2416.64,-0.38%
2021-09-20,2392.45,2392.45,2392.45,2392.45,-1.00%
2021-09-21,2398.19,2398.19,2398.19,2398.19,0.24%
2021-09-22,2421.31,2421.31,2421.31,2421.31,0.96%
2021-09-23,2437.81,2437.81,2437.81,2437.81,0.68%
2021-09-24,2442.64,2442.64,2442.64,2442.64,0.20%
2021-09-27,2468.9,2468.9,2468.9,2468.9,1.07%
2021-09-28,2448.32,2448.32,2448.32,2448.32,-0.83%
2021-09-29,2454.48,2454.48,2454.48,2454.48,0.25%
2021-09-30,2455.81,2455.81,2455.81,2455.81,0.05%
2021-10-01,2458.96,2458.96,2458.96,2458.96,0.13%
2021-10-04,2453.25,2453.25,2453.25,2453.25,-0.23%
2021-10-05,2467.69,2467.69,2467.69,2467.69,0.59%
2021-10-06,2446.2,2446.2,2446.2,2446.2,-0.87%
2021-10-07,2456.55,2456.55,2456.55,2456.55,0.42%
2021-10-08,2462.56,2462.57,2462.57,2462.57,0.24%
2021-10-11,2467.35,2467.35,2467.35,2467.35,0.19%
2021-10-12,2467.16,2467.16,2467.16,2467.16,-0.01%
2021-10-13,2464.81,2464.81,2464.81,2464.81,-0.10%
2021-10-14,2479.37,2479.37,2479.37,2479.37,0.59%
2021-10-15,2493.55,2493.55,2493.55,2493.55,0.57%
2021-10-18,2477.14,2477.14,2477.14,2477.14,-0.66%
2021-10-19,2470.73,2470.73,2470.73,2470.73,-0.26%
2021-10-20,2475.46,2475.46,2475.46,2475.46,0.19%
2021-10-21,2465.58,2465.58,2465.58,2465.58,-0.40%
2021-10-22,2463.87,2463.87,2463.87,2463.87,-0.07%
2021-10-25,2470.38,2470.38,2470.38,2470.38,0.26%
2021-10-26,2471.66,2471.66,2471.66,2471.66,0.05%
2021-10-27,2468.67,2468.67,2468.67,2468.67,-0.12%
2021-10-28,2455.05,2455.05,2455.05,2455.05,-0.55%
2021-10-29,9.78,2454.02,2454.02,2454.02,-99.60%
2021-11-01,2464.76,2464.76,2464.76,2464.76,"25,109.77%"
2021-11-02,2459.2,2459.2,2459.2,2459.2,-0.23%
2021-11-03,2454.67,2454.67,2454.67,2454.67,-0.18%
2021-11-04,2455.53,2455.53,2455.53,2455.53,0.03%
2021-11-05,2465.76,2465.76,2465.76,2465.76,0.42%
2021-11-08,2459.7,2459.7,2459.7,2459.7,-0.25%
2021-11-09,2461.67,2461.67,2461.67,2461.67,0.08%
2021-11-10,2472.97,2472.97,2472.97,2472.97,0.46%
2021-11-11,2475.19,2475.19,2475.19,2475.19,0.09%
2021-11-12,2471.08,2471.08,2471.08,2471.08,-0.17%
2021-11-15,2481.59,2481.59,2481.59,2481.59,0.43%
2021-11-16,2479.74,2479.74,2479.74,2479.74,-0.07%
2021-11-17,2469.89,2469.89,2469.89,2469.89,-0.40%
2021-11-18,2454.07,2454.07,2454.07,2454.07,-0.64%
2021-11-19,2428.67,2428.67,2428.67,2428.67,-1.04%
2021-11-22,2428.71,2428.71,2428.71,2428.71,0.00%
2021-11-23,2426.94,2426.94,2426.94,2426.94,-0.07%
2021-11-24,2426.99,2426.98,2426.98,2426.98,0.00%
2021-11-25,2426.52,2426.52,2426.52,2426.52,-0.02%
2021-11-26,2352.8,2352.8,2352.8,2352.8,-3.04%
2021-11-29,2362.32,2362.32,2362.32,2362.32,0.40%
2021-11-30,2344.12,2344.12,2344.12,2344.12,-0.77%
2021-12-01,2367.25,2367.25,2367.25,2367.25,0.99%
2021-12-02,2365.52,2365.53,2365.53,2365.53,-0.07%
2021-12-03,2364.82,2364.82,2364.82,2364.82,-0.03%
2021-12-06,2392.17,2392.17,2392.17,2392.17,1.16%
2021-12-07,2421.16,2421.16,2421.16,2421.16,1.21%
2021-12-08,2408.48,2408.48,2408.48,2408.48,-0.52%
2021-12-09,2394.92,2394.92,2394.92,2394.92,-0.56%
2021-12-10,2399.55,2399.55,2399.55,2399.55,0.19%
2021-12-13,2378.43,2378.43,2378.43,2378.43,-0.88%
2021-12-14,2373.4,2373.4,2373.4,2373.4,-0.21%
2021-12-15,2362.48,2362.48,2362.48,2362.48,-0.46%
2021-12-16,2370.03,2370.03,2370.03,2370.03,0.32%
2021-12-17,2363.0,2363.0,2363.0,2363.0,-0.30%
2021-12-20,2335.65,2335.65,2335.65,2335.65,-1.16%
2021-12-21,2371.7,2371.7,2371.7,2371.7,1.54%
2021-12-22,2383.64,2383.64,2383.64,2383.64,0.50%
2021-12-23,2400.54,2400.54,2400.54,2400.54,0.71%
2021-12-27,2408.62,2408.62,2408.62,2408.62,0.34%
2021-12-28,2419.0,2419.0,2419.0,2419.0,0.43%
2021-12-29,2416.95,2416.95,2416.95,2416.95,-0.09%
2021-12-30,2422.08,2422.08,2422.08,2422.08,0.21%
2022-01-03,2441.59,2441.59,2441.59,2441.59,0.81%
2022-01-04,2470.78,2470.78,2470.78,2470.78,1.20%
2022-01-05,2482.26,2482.26,2482.26,2482.26,0.46%
2022-01-06,2484.32,2484.32,2484.32,2484.32,0.08%
2022-01-07,2483.72,2483.72,2483.72,2483.72,-0.02%
2022-01-10,2470.26,2470.26,2470.26,2470.26,-0.54%
2022-01-11,2479.15,2479.14,2479.14,2479.14,0.36%
2022-01-12,2491.47,2491.47,2491.47,2491.47,0.50%
2022-01-13,2497.49,2497.49,2497.49,2497.49,0.24%
2022-01-14,2503.79,2503.79,2503.79,2503.79,0.25%
2022-01-17,2509.64,2509.64,2509.64,2509.64,0.23%
2022-01-18,2498.28,2498.28,2498.28,2498.28,-0.45%
